,Intent,Query,Param1,Param2
6006,PlayMusic,play the newest 2016 ep from boaz mauda,O O O B-sort B-year B-music_item O B-artist I-artist,"B-sort(newest), B-year(2016), B-music_item(ep), B-artist(boaz), I-artist(mauda),"
6007,PlayMusic,play glenn yarbrough tunes,O B-artist I-artist O,"B-artist(glenn), I-artist(yarbrough),"
6008,GetWeather,what s the weather forecast for seychelles,O O O O O O B-country,"B-country(seychelles),"
6009,GetWeather,what is the weather going to be like in epleys in south georgia and the south sandwich islands in 11 months,O O O O O O O O O B-city O B-country I-country I-country I-country I-country I-country I-country B-timeRange I-timeRange I-timeRange,"B-city(epleys), B-country(south), I-country(georgia), I-country(and), I-country(the), I-country(south), I-country(sandwich), I-country(islands), B-timeRange(in), I-timeRange(11), I-timeRange(months),"
6010,PlayMusic,play a tune from 1973,O O B-music_item O B-year,"B-music_item(tune), B-year(1973),"
6011,GetWeather,is it going to be warm here,O O O O O O B-condition_temperature B-current_location,"B-condition_temperature(warm), B-current_location(here),"
6012,PlayMusic,play music from 2014,O O O B-year,"B-year(2014),"
6013,PlayMusic,play steven reineke greatest soundtrack on youtube,O B-artist I-artist B-sort B-music_item O B-service,"B-artist(steven), I-artist(reineke), B-sort(greatest), B-music_item(soundtrack), B-service(youtube),"
6014,PlayMusic,play a new song form the eighties,O O B-sort B-music_item O O B-year,"B-sort(new), B-music_item(song), B-year(eighties),"
6015,PlayMusic,play monie love tunes on google music from 1984 from her song list,O O B-artist I-artist O O B-service I-service O B-year O O B-music_item O,"B-artist(monie), I-artist(love), B-service(google), I-service(music), B-year(1984), B-music_item(song),"
6016,PlayMusic,play contigo en la distancia,O O B-track I-track I-track I-track,"B-track(contigo), I-track(en), I-track(la), I-track(distancia),"
6017,GetWeather,will it be nice here and in the same area,O O O O B-current_location O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation,"B-current_location(here), B-spatial_relation(in), I-spatial_relation(the), I-spatial_relation(same), I-spatial_relation(area),"
6018,GetWeather,let me know how the weather will be in rainelle at night,O O O O O O O O O B-city O B-timeRange,"B-city(rainelle), B-timeRange(night),"
6019,GetWeather,what will the weather be in michigan,O O O O O O B-state,"B-state(michigan),"
6020,GetWeather,what will the weather be in fl on 1/11/2030,O O O O O O B-state O B-timeRange,"B-state(fl), B-timeRange(1/11/2030),"
6021,PlayMusic,play me hier encore by greydon square,O O O B-track I-track O B-artist I-artist,"B-track(hier), I-track(encore), B-artist(greydon), I-artist(square),"
6022,PlayMusic,play music from 2000 on spotify,O O O B-year O B-service,"B-year(2000), B-service(spotify),"
6023,GetWeather,will it be chilly at 11 am in loup city,O O O O B-condition_temperature O B-timeRange I-timeRange O B-city I-city,"B-condition_temperature(chilly), B-timeRange(11), I-timeRange(am), B-city(loup), I-city(city),"
6024,PlayMusic,can you play some music by andrew diamond,O O O O O O B-artist I-artist,"B-artist(andrew), I-artist(diamond),"
6025,GetWeather,how is the weather in oh,O O O O O B-state,"B-state(oh),"
6026,PlayMusic,i wanna listen to a the top-twenty track of denniz pop in pandora,O O O O O O O B-sort B-music_item O B-artist I-artist O B-service,"B-sort(top-twenty), B-music_item(track), B-artist(denniz), I-artist(pop), B-service(pandora),"
6027,PlayMusic,play greg raposo songs from the thirties,O O B-artist I-artist O O O B-year,"B-artist(greg), I-artist(raposo), B-year(thirties),"
6028,PlayMusic,play the top hits of 2016,O O B-sort O O B-year,"B-sort(top), B-year(2016),"
6029,PlayMusic,play the top symphony music from ejigayehu shibabaw,O O B-sort B-music_item O O B-artist I-artist,"B-sort(top), B-music_item(symphony), B-artist(ejigayehu), I-artist(shibabaw),"
6030,PlayMusic,i want to hear a top-20 chant from the twenties,O O O O O B-sort B-music_item O O B-year,"B-sort(top-20), B-music_item(chant), B-year(twenties),"
6031,GetWeather,what is the weather forecast for la cienega,O O O O O O B-city I-city,"B-city(la), I-city(cienega),"
6032,GetWeather,what s the weather in heritage hill state historical park,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-geographic_poi(heritage), I-geographic_poi(hill), I-geographic_poi(state), I-geographic_poi(historical), I-geographic_poi(park),"
6033,PlayMusic,play the late night jazz soundtrack on zvooq,O O B-playlist I-playlist I-playlist B-music_item O B-service,"B-playlist(late), I-playlist(night), I-playlist(jazz), B-music_item(soundtrack), B-service(zvooq),"
6034,PlayMusic,play portsmouth by paul smith on google music,O B-track O B-artist I-artist O B-service I-service,"B-track(portsmouth), B-artist(paul), I-artist(smith), B-service(google), I-service(music),"
6035,GetWeather,what is the weather forecast in nine months within walking distance of ohio,O O O O O O B-timeRange I-timeRange I-timeRange B-spatial_relation I-spatial_relation I-spatial_relation O B-state,"B-timeRange(in), I-timeRange(nine), I-timeRange(months), B-spatial_relation(within), I-spatial_relation(walking), I-spatial_relation(distance), B-state(ohio),"
6036,GetWeather,is cloudy in lyncourt,O B-condition_description O B-city,"B-condition_description(cloudy), B-city(lyncourt),"
6037,GetWeather,is it cold in breckenridge colorado,O O B-condition_temperature O B-city B-state,"B-condition_temperature(cold), B-city(breckenridge), B-state(colorado),"
6038,PlayMusic,play something off google music,O O O O B-service I-service,"B-service(google), I-service(music),"
6039,GetWeather,tell me the weather forecast for my current spot,O O O O O O O B-current_location I-current_location,"B-current_location(current), I-current_location(spot),"
6040,PlayMusic,play music from the year 1979,O O O O O O B-year,"B-year(1979),"
6041,GetWeather,weather for six am in sc,O O B-timeRange I-timeRange O B-state,"B-timeRange(six), I-timeRange(am), B-state(sc),"
6042,GetWeather,is it supposed to be chilly in boiling spring lakes,O O O O O B-condition_temperature O B-city I-city I-city,"B-condition_temperature(chilly), B-city(boiling), I-city(spring), I-city(lakes),"
6043,GetWeather,is it going to be nice at 6 am at chippewa lake,O O O O O O O O B-timeRange I-timeRange O B-city I-city,"B-timeRange(6), I-timeRange(am), B-city(chippewa), I-city(lake),"
6044,GetWeather,how cold is it in cargray argentina,O B-condition_temperature O O O B-city B-country,"B-condition_temperature(cold), B-city(cargray), B-country(argentina),"
6045,PlayMusic,play some rock music on youtube,O O O B-genre O O B-service,"B-genre(rock), B-service(youtube),"
6046,GetWeather,what is the forecast for tschetter colony on ascension day in oregon,O O O O O B-city I-city O B-timeRange I-timeRange O B-state,"B-city(tschetter), I-city(colony), B-timeRange(ascension), I-timeRange(day), B-state(oregon),"
6047,PlayMusic,play the music of filipp bedrossowitsch kirkorow s theme,O O O O B-artist I-artist I-artist O B-music_item,"B-artist(filipp), I-artist(bedrossowitsch), I-artist(kirkorow), B-music_item(theme),"
6048,GetWeather,what is the weather of la at 4 pm,O O O O O B-state O B-timeRange I-timeRange,"B-state(la), B-timeRange(4), I-timeRange(pm),"
6049,GetWeather,what will it be like in the current place at midnight,O O O O O O O B-current_location I-current_location O B-timeRange,"B-current_location(current), I-current_location(place), B-timeRange(midnight),"
6050,GetWeather,is it hotter close by waubay,O O B-condition_temperature B-spatial_relation I-spatial_relation B-city,"B-condition_temperature(hotter), B-spatial_relation(close), I-spatial_relation(by), B-city(waubay),"
6051,GetWeather,what is the forecast for the current position,O O O O O O B-current_location I-current_location,"B-current_location(current), I-current_location(position),"
6052,PlayMusic,play some fourties music on zvooq,O O B-year O O B-service,"B-year(fourties), B-service(zvooq),"
6053,PlayMusic,play henrie mutuku album from 1957,O B-artist I-artist B-music_item O B-year,"B-artist(henrie), I-artist(mutuku), B-music_item(album), B-year(1957),"
6054,GetWeather,is it warm in fernandina beach slovakia,O O B-condition_temperature O B-city I-city B-country,"B-condition_temperature(warm), B-city(fernandina), I-city(beach), B-country(slovakia),"
6055,PlayMusic,play slacker tunes by smog from movement in 2015,O B-service O O B-artist O B-music_item O B-year,"B-service(slacker), B-artist(smog), B-music_item(movement), B-year(2015),"
6056,GetWeather,what s the forecast for francisco netherlands antilles around eleven pm,O O O O O B-city B-country I-country O B-timeRange I-timeRange,"B-city(francisco), B-country(netherlands), I-country(antilles), B-timeRange(eleven), I-timeRange(pm),"
6057,PlayMusic,play a loretta lynn tune on groove shark,O O B-artist I-artist B-music_item O B-service I-service,"B-artist(loretta), I-artist(lynn), B-music_item(tune), B-service(groove), I-service(shark),"
6058,PlayMusic,sort to the last song on playlist from 1983 a chant by mark oliver everett,O O O O B-sort B-music_item O O O B-year O B-music_item O B-artist I-artist I-artist,"B-sort(last), B-music_item(song), B-year(1983), B-music_item(chant), B-artist(mark), I-artist(oliver), I-artist(everett),"
6059,PlayMusic,play a 1950 album on iheart,O O O B-year B-music_item O B-service,"B-year(1950), B-music_item(album), B-service(iheart),"
6060,PlayMusic,play music from the twenties,O O O O B-year,"B-year(twenties),"
6061,PlayMusic,can i hear a tune from vladimir vysotski,O O O O B-music_item O B-artist I-artist,"B-music_item(tune), B-artist(vladimir), I-artist(vysotski),"
6062,PlayMusic,i want to hear music from the sixties,O O O O O O O B-year,"B-year(sixties),"
6063,PlayMusic,play the album cara de dios,O O B-music_item B-album I-album I-album,"B-music_item(album), B-album(cara), I-album(de), I-album(dios),"
6064,GetWeather,i need to know what the weather will be like in gradyville at breakfast in the state of colorado,O O O O O O O O O O O B-city O B-timeRange O O O O B-state,"B-city(gradyville), B-timeRange(breakfast), B-state(colorado),"
6065,GetWeather,what s the forecast for east sonora qatar,O O O O O O B-city I-city B-country,"B-city(east), I-city(sonora), B-country(qatar),"
6066,PlayMusic,use iheart radio to play eighties music from hugh masekela,O B-service O O O B-year O O B-artist I-artist,"B-service(iheart), B-year(eighties), B-artist(hugh), I-artist(masekela),"
6067,PlayMusic,i want to hear jon sholle s stuff from 2009 on groove shark,O O O O B-artist I-artist O O O B-year O B-service I-service,"B-artist(jon), I-artist(sholle), B-year(2009), B-service(groove), I-service(shark),"
6068,PlayMusic,open lastfm and play hot lips page from the sixties,O B-service O O B-artist I-artist I-artist O O B-year,"B-service(lastfm), B-artist(hot), I-artist(lips), I-artist(page), B-year(sixties),"
6069,GetWeather,will it be chilly at 11 am in loup city,O O O B-condition_temperature O B-timeRange I-timeRange O B-city I-city,"B-condition_temperature(chilly), B-timeRange(11), I-timeRange(am), B-city(loup), I-city(city),"
6070,GetWeather,tell me the weather forecast thirteen seconds from now in ukraine,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-country,"B-timeRange(thirteen), I-timeRange(seconds), I-timeRange(from), I-timeRange(now), B-country(ukraine),"
6071,PlayMusic,play twenties from ken floyd,O O B-year O B-artist I-artist,"B-year(twenties), B-artist(ken), I-artist(floyd),"
6072,GetWeather,give me the forecast for feb eleventh 2034 far from alaska,O O O O O B-timeRange I-timeRange I-timeRange B-spatial_relation O B-state,"B-timeRange(feb), I-timeRange(eleventh), I-timeRange(2034), B-spatial_relation(far), B-state(alaska),"
6073,GetWeather,is it hotter now in hicks,O O O B-condition_temperature B-timeRange O B-city,"B-condition_temperature(hotter), B-timeRange(now), B-city(hicks),"
6074,GetWeather,what is the thursday forecast for akers new hampshire,O O O B-timeRange O O B-city B-state I-state,"B-timeRange(thursday), B-city(akers), B-state(new), I-state(hampshire),"
6075,PlayMusic,play the mister music man by gene de paul,O O B-track I-track I-track O B-artist I-artist I-artist,"B-track(mister), I-track(music), I-track(man), B-artist(gene), I-artist(de), I-artist(paul),"
6076,GetWeather,how s the forecast for chad on september 28 2034,O O O O O B-country O B-timeRange I-timeRange I-timeRange,"B-country(chad), B-timeRange(september), I-timeRange(28), I-timeRange(2034),"
6077,GetWeather,will it rain 17 weeks from now in teide national park,O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(rain), B-timeRange(17), I-timeRange(weeks), I-timeRange(from), I-timeRange(now), B-geographic_poi(teide), I-geographic_poi(national), I-geographic_poi(park),"
6078,GetWeather,will it get warmer in czechia,O O O O B-condition_temperature O B-country,"B-condition_temperature(warmer), B-country(czechia),"
6079,PlayMusic,play new ian mclagan,O B-sort B-artist I-artist,"B-sort(new), B-artist(ian), I-artist(mclagan),"
6080,GetWeather,will mondamin be hot on july 20 2021,O O B-city O B-condition_temperature O B-timeRange I-timeRange I-timeRange,"B-city(mondamin), B-condition_temperature(hot), B-timeRange(july), I-timeRange(20), I-timeRange(2021),"
6081,GetWeather,what will the weather be in the current place 1 minute from now,O O O O O O O O B-current_location I-current_location B-timeRange I-timeRange I-timeRange I-timeRange,"B-current_location(current), I-current_location(place), B-timeRange(1), I-timeRange(minute), I-timeRange(from), I-timeRange(now),"
6082,GetWeather,tell me the weather forecast for france,O O O O O O B-country,"B-country(france),"
6083,GetWeather,what is the forecast this evening for the calipuy national reservation,O O O O O B-timeRange O O B-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(evening), B-geographic_poi(calipuy), I-geographic_poi(national), I-geographic_poi(reservation),"
