index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
14739,play me a song by hank thompson from moa anbessa,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,1,0,5,0,0,PlayMusic
14740,Explain to Jenny my departure has been delayed due to ice on the plane.,0,0,14,71,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,1,4,0,0,SEND_MESSAGE
14741,message steph when is the meeting,0,0,6,33,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,3,0,1,SEND_MESSAGE
14742,send a message to bob saying haha i won the bet,0,0,11,47,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,4,0,4,0,1,SEND_MESSAGE
14743,when is the running of the bulls held in spain,0,0,10,46,0,1,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,2,0,3,0,0,SEARCH
14744,unsaturated fats are comprised of lipids that contain,0,0,8,53,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,2,0,0,SEARCH
14745,Message Henry asking if he has next Saturday available to meet for coffee,0,0,13,73,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,2,3,2,4,0,1,SEND_MESSAGE
14746,Are there any messages from the corporate office yesterday?,0,1,9,59,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,4,0,1,GET_MESSAGE
14747,give me the weather forecast for here,0,0,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
14748,Show me messages from the local neighborhood group,0,0,8,50,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,3,0,1,GET_MESSAGE
14749,Let Scott know via text that I will be 15 min. late to the pool,0,0,15,63,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,3,1,4,0,0,SEND_MESSAGE
14750,Message Kyle asking him what he's doing tomorrow.,0,0,8,49,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,3,0,3,0,1,SEND_MESSAGE
14751,Ask Trish to open the store at 10am on Tuesday,0,0,10,46,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,1,0,4,0,0,SEND_MESSAGE
14752,is it supposed to be sunny here,0,0,7,31,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,1,0,0,0,GetWeather
14753,pull up my chat requests now,0,0,6,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,3,0,0,GET_MESSAGE
14754,Ask Chuck on how to fix a tire while stuck in a snowbank in the middle of nowhere,0,0,18,81,1,0,1,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,2,1,5,0,0,SEND_MESSAGE
14755,who sang nice day for a white wedding,0,0,8,37,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
14756,Show contacts who texted,0,0,4,24,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
14757,Let BBB know I will attend luncheon tomorrow.,0,0,8,45,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,3,0,0,SEND_MESSAGE
14758,what s the weather here at three pm,0,0,8,35,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
14759,author of the hymn great is thy faithfulness,0,0,8,44,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,3,0,0,SEARCH
14760,the probability of making a type i error when retaining ho at the .05 level of significance is,0,0,18,94,0,1,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,3,0,8,0,0,SEARCH
14761,will it be overcast at lunch time in saint vincent and the grenadines,0,0,13,69,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,2,0,5,0,0,GetWeather
14762,play my hardstyle baby playlist on netflix,0,0,7,42,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,2,2,0,0,PlayMusic
14763,where is salt mined in the united states,0,0,8,40,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2,2,1,0,0,SEARCH
14764,pull up my chat requests,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,GET_MESSAGE
14765,ask her if she wants takeout tonight from cheesecake factory,0,0,10,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,1,2,0,0,SEND_MESSAGE
14766,how s the weather looking in pheba,0,0,7,34,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,2,0,2,0,0,GetWeather
14767,"Send a message to Sam the State Fair is Friday, Saturday and Sunday from 9am to 9pm.",0,0,17,84,0,0,0,0,0,0,0,0,1,7,1,0,0,3,0,0,0,0,3,0,7,0,1,SEND_MESSAGE
14768,what is the function of the pericardial sac,0,0,8,43,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14769,Any new texts from family memes group?,0,1,7,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,GET_MESSAGE
14770,Message my Mother,0,0,3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,SEND_MESSAGE
14771,is it freezing at jasmund national park,0,0,7,39,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,2,2,1,0,0,GetWeather
14772,play music from the seventies,0,0,5,29,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3,0,0,PlayMusic
14773,Ask Taylor what time the dinner ends.,0,0,7,37,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,4,0,0,SEND_MESSAGE
14774,what is the weather forecast for three in whitewood rhode island,0,0,11,64,0,0,0,1,0,0,0,0,1,5,0,0,2,0,0,3,0,0,1,0,5,0,0,GetWeather
14775,is it going to get colder at my current location by 10 am,0,0,13,57,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,2,0,0,4,1,2,1,1,GetWeather
14776,how cold is it in princeton junction,0,0,7,36,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
14777,who does the grand inquisitor meet in ivan's poem,0,0,9,49,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,1,1,4,0,0,SEARCH
14778,let gretchen know that it is 50 miles from her house to the class reunion at the community center,0,0,19,97,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,3,3,0,7,0,0,SEND_MESSAGE
14779,at 0 am what will the weather be here,0,0,9,37,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,2,1,1,0,0,GetWeather
14780,Send message to Siblings that we are eating at Lawrys in Beverly Hills at 6pm,0,0,15,77,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,2,1,5,0,1,SEND_MESSAGE
14781,what is the weather forecast in country club heights,0,0,9,52,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,0,5,0,0,GetWeather
14782,play some rockwell from around 1996,0,0,6,35,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0,PlayMusic
14783,Message my son and tell him football practice is at 5 a.m.,0,0,12,58,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,5,1,2,SEND_MESSAGE
14784,will it be colder in tallgrass prairie national preserve,0,0,9,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,1,2,0,0,GetWeather
14785,who were the bands in pitch perfect 3,0,0,8,37,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14786,give me the weather forecast for lower lake on sep 21 2038,0,0,12,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,4,0,0,GetWeather
14787,Can you message only Tammy from the group if she can pick me up for the concert tonight?,0,1,18,88,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,2,1,4,0,1,SEND_MESSAGE
14788,who is emma dating in once upon a time,0,0,9,38,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,2,2,1,0,0,SEARCH
14789,play something from 1985 by billy werner,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,2,2,0,0,PlayMusic
14790,where does the phrase train of thought come from,0,0,9,48,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14791,who is the voice of the other mother in coraline,0,0,10,48,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14792,where did the ashes from ash wednesday originate,0,0,8,48,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,3,0,0,SEARCH
14793,Read me this weeks messages from Rodan & Fields,0,0,9,47,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,3,0,1,GET_MESSAGE
14794,i want to book a restaurant in neshanic station nigeria for 06:18:13 pm,0,0,13,71,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,1,1,6,0,0,GetWeather
14795,can you play halloween by ajinoam nini,0,0,7,38,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,1,2,0,0,PlayMusic
14796,play play lodge by alkabli on lastfm,0,0,7,36,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,5,0,0,PlayMusic
14797,what is the longest word in the oxford english dictionary,0,0,10,57,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,2,3,0,0,SEARCH
14798,how is the weather going to be this week in roseau ia,0,0,12,53,1,0,0,0,0,0,0,0,1,7,0,1,0,1,0,2,0,0,3,0,4,1,1,GetWeather
14799,what is the overcast forecast for torrey pines state beach,0,0,10,58,0,0,0,1,0,0,0,0,1,4,0,1,1,0,0,2,0,0,1,2,4,0,0,GetWeather
14800,Message Lee and tell we are going to the Jimmy Buffet concert.,0,0,12,62,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,6,2,3,SEND_MESSAGE
14801,what does the adrenal gland produce that is necessary for the sympathetic nervous system to function,0,0,16,100,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,4,3,0,0,SEARCH
14802,who played in the original cast of hamilton,0,0,8,43,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14803,look up chats,0,0,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
14804,governor chief minister vice president president of india,0,0,8,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,0,0,SEARCH
14805,who played grace in little house on the prairie,0,0,9,47,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,3,0,0,SEARCH
14806,what s the weather like in serbia,0,0,7,33,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,2,0,0,GetWeather
14807,"send message to Curt, where about is 5k walk in Holy Springs",0,0,12,60,0,0,1,0,0,0,0,0,1,5,1,0,1,0,0,0,0,1,2,2,5,0,1,SEND_MESSAGE
14808,Retrieve all the messages from Thomas in the past week and display them for me.,0,0,15,79,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,1,1,0,1,1,4,0,1,GET_MESSAGE
14809,Switch to this person's conversation.,0,0,5,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,GET_MESSAGE
14810,Please open and read yesterday's messages,0,0,6,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,3,0,1,GET_MESSAGE
14811,Show me who just texed me,0,0,6,25,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,1,1,0,0,GET_MESSAGE
14812,Let Kayla know that the roads have cleared up on the way to Chicago,0,0,14,67,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,4,0,4,0,0,SEND_MESSAGE
14813,continue reading my message,0,0,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
14814,who is the longest serving manager in manchester united history,0,0,10,63,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,2,4,0,0,SEARCH
14815,where does the energy in fossil fuels come from,0,0,9,47,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
14816,play some origa on google music,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,3,0,0,PlayMusic
14817,who was on the first season of dwts,0,0,8,35,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,1,1,2,0,0,SEARCH
14818,Message Sue that my wife said it's OK to come 30 minutes early,0,0,13,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,4,0,1,SEND_MESSAGE
14819,what is the overcast forecast for midday in id,0,0,9,46,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,1,3,0,0,GetWeather
14820,browse chats,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,GET_MESSAGE
14821,how hot is it in pesotum,0,0,6,24,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
14822,how many us states currently use capital punishment,0,0,8,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,3,0,0,SEARCH
14823,get me my chats,0,0,4,15,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
14824,Any new texts from Ross today?,0,1,6,30,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,3,0,0,GET_MESSAGE
14825,Send a message to Kathy saying I will be there in 20 minutes,0,0,13,60,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,1,3,0,1,SEND_MESSAGE
14826,is a network connection device that can build tables that identify addresses on each network,0,0,15,92,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,6,0,0,SEARCH
14827,Has Julia messaged me back yet?,0,1,6,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,GET_MESSAGE
14828,what s the forecast for my current spot,0,0,8,39,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
14829,Has Jane messaged me on Twitter today?,0,1,7,38,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,4,0,1,GET_MESSAGE
14830,tim tebow's record as a starter for broncos,0,0,8,43,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,SEARCH
14831,Message Chris that I'll be at the basketball game Thursday,0,0,10,58,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
14832,what will the weather be here on dec 25th,0,0,9,41,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,0,1,1,2,0,0,GetWeather
14833,who was appointed to manage the national recovery administration,0,0,9,64,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,3,1,2,0,0,SEARCH
14834,who was the voice of templeton in charlotte's web,0,0,9,49,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,1,0,4,0,0,SEARCH
14835,play an eighties song by ler lalonde,0,0,7,36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,4,0,0,PlayMusic
14836,ant man and the wasp physical release date,0,0,8,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,SEARCH
14837,when does boomer find out she a cylon,0,0,8,37,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,3,0,1,0,0,SEARCH
14838,play track real talk,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
14839,who was involved in the mapp vs ohio case,0,0,9,41,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,2,0,4,0,0,SEARCH
14840,I need a video message sent to advertising and marketing from this morning,0,0,13,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,1,4,0,1,SEND_MESSAGE
14841,who discovered that neural communication between cells occurs through chemicals,0,0,10,79,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
14842,what was the purpose of the bantu education act,0,0,9,47,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14843,play seaside by don cherry,0,0,5,26,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4,0,0,PlayMusic
14844,an act of the legislature directly punishing a person or group is referred to as a​,0,0,16,83,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,1,0,3,1,5,0,0,SEARCH
14845,find me chats now,0,0,4,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,GET_MESSAGE
14846,theme of the song roar by katy perry,0,0,8,36,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,5,0,0,SEARCH
14847,play piano ballads on netflix,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,PlayMusic
14848,Send a message to Lindsay we are at the restaurant.,0,0,10,51,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,2,0,3,0,1,SEND_MESSAGE
14849,play a record by black wall street records,0,0,8,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,4,0,0,PlayMusic
14850,play andy williams sings rodgers and hammerstein by elica todorova,0,0,10,66,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,7,0,0,PlayMusic
14851,what is the most recent version of garageband,0,0,8,45,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,2,2,0,0,SEARCH
14852,where was the heat of the night filmed,0,0,8,38,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,SEARCH
14853,who's the guy in call me maybe,0,0,7,30,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14854,when is the next episode of modern family coming out,0,0,10,52,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
14855,Message Jerry if he's going to the concert on July 4th.,0,0,11,55,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,0,4,1,2,SEND_MESSAGE
14856,what is the weather forecast in saint vincent and the grenadines,0,0,11,64,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,2,0,0,1,1,4,0,0,GetWeather
14857,what will the weather conditions be in hahntown wyoming at 1,0,0,11,60,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,1,3,0,0,GetWeather
14858,Can we please send a video message to my cousin Elise?,0,1,11,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
14859,what type of energy do satellites generally use to communicate with earth,0,0,12,73,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,3,1,4,1,1,SEARCH
14860,tell me if it ll be chillier in 3 minutes here,0,0,11,46,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,1,1,1,1,GetWeather
14861,Message Smitty and tell him he looked extra hot today,0,0,10,53,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,2,2,3,1,2,SEND_MESSAGE
14862,who has scored the most tries in rugby union,0,0,9,44,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,2,1,3,0,0,SEARCH
14863,Tell Abigail that I am running late and will be there shortly.,0,0,12,62,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,3,3,2,1,1,SEND_MESSAGE
14864,Create and send video message to my parents.,0,0,8,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,4,0,1,SEND_MESSAGE
14865,will it be hotter in conception junction moldova,0,0,8,48,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,3,0,0,GetWeather
14866,Email Jordan to ask if he is brining a plus one for the Miller wedding.,0,0,15,71,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,1,0,1,3,0,4,0,0,SEND_MESSAGE
14867,play a song on zvooq,0,0,5,20,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,0,2,0,0,PlayMusic
14868,Text my daughter and tell her to wash the dishes,0,0,10,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,1,1,SEND_MESSAGE
14869,play popular eighties record,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,PlayMusic
14870,play some grunge,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,PlayMusic
14871,what are the weather conditions in patagonia south africa,0,0,9,57,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,5,0,0,GetWeather
14872,Check texts from dad in iMessage.,0,0,6,33,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,1,GET_MESSAGE
14873,play chant music from 1993,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,2,0,0,PlayMusic
14874,will there be snowfall this month in ut,0,0,8,39,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,1,2,2,0,0,GetWeather
14875,Send a message to Michelle and Dave that I will be picking them up at United 3A in Arrivals at O'Hare.,0,0,21,102,0,0,0,0,0,0,0,0,0,11,2,2,0,0,0,0,0,0,3,0,6,0,1,SEND_MESSAGE
14876,Open private message on Facebook,0,0,5,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1,GET_MESSAGE
14877,tell me the weather forecast for june seventeenth 2034 in fl,0,0,11,60,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,1,1,4,1,1,GetWeather
14878,will there be a blizzard in neighboring niobrara valley preserve,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,2,3,0,0,GetWeather
14879,what will the weather be like at two o clock in el salvador,0,0,13,59,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,2,0,0,1,1,4,0,0,GetWeather
14880,play me a twenties song,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
14881,who invented the printing press and what year,0,0,8,45,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
14882,bible verse taking the lord's name in vain,0,0,8,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
14883,who wrote the guitar solo in beat it,0,0,8,36,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14884,what is the current temperature here,0,0,6,36,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,2,1,0,0,GetWeather
14885,is it chilly in alaska,0,0,5,22,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
14886,where does red dead redemption 1 take place,0,0,8,43,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,3,0,0,SEARCH
14887,SEND A MESSAGE TO THE RED HEN CANTINA THAT I DON'T APPRECIATE WHAT THEY DID TO SARAH,0,0,17,84,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,11,0,1,SEND_MESSAGE
14888,is there snowstorm in la,0,0,5,24,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,2,0,0,GetWeather
14889,weather on croatan national forest on jan 21,0,0,8,44,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,2,3,0,0,GetWeather
14890,Message Elliott that I got tickets for the Dodgers game July 2nd,0,0,12,64,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,6,0,1,SEND_MESSAGE
14891,who was the first woman on the united states supreme court,0,0,11,58,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,3,3,0,0,SEARCH
14892,what is the weather in the netherlands,0,0,7,38,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,0,0,1,0,2,0,0,GetWeather
14893,what will the weather be like here on september 17 2040,0,0,11,55,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,2,0,0,1,1,2,0,0,GetWeather
14894,Give directions to Jean that I am 'at the rear parking lot' entrance,0,0,13,68,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,5,0,0,SEND_MESSAGE
14895,Message Trevor and tell him we will be in Ohio on Tuesday the 19th.,0,0,14,67,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0,2,0,4,1,2,SEND_MESSAGE
14896,play songs by wise,0,0,4,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,PlayMusic
14897,what is the current place forecast,0,0,6,34,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
14898,is it freezing in tira,0,0,5,22,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,1,0,0,GetWeather
14899,who is the actor that plays negan on walking dead,0,0,10,49,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,3,2,1,0,0,SEARCH
14900,i need the weather at noon for e a vaughn wildlife management area,0,0,13,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,1,7,0,0,GetWeather
14901,who owns the biggest house in beverly hills,0,0,8,43,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,1,2,2,0,0,SEARCH
14902,Please tell Donn and Connie that we are expecting them at 3:30 at my house on Chelsea Drive.,0,0,18,92,0,0,0,0,0,0,0,0,1,9,2,1,0,0,0,0,0,1,3,0,6,1,1,SEND_MESSAGE
14903,message laurie that i am on the ferry and will be 20 minutes late,0,0,14,65,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,1,3,1,4,0,1,SEND_MESSAGE
14904,where do you find pearls in the ocean,0,0,8,37,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,2,0,0,SEARCH
14905,play the monkeys have no tails in zamboanga on google music,0,0,11,59,0,0,0,0,0,0,0,0,0,5,0,1,1,0,3,0,0,0,2,0,5,0,0,PlayMusic
14906,Let Kim know that we are meeting at Tammy's house at 7 on the 11th.,0,0,15,67,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,2,4,0,3,0,0,SEND_MESSAGE
14907,Show me new texts in the Church group,0,0,8,37,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,1,3,0,0,GET_MESSAGE
14908,Tell me what messages are new in the hiking thread,0,0,10,50,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,2,0,2,1,3,1,2,GET_MESSAGE
